"Title","WorkoutType","WorkoutDescription","PlannedDuration","PlannedDistanceInMeters","WorkoutDay","CoachComments","DistanceInMeters","PowerAverage","PowerMax","Energy","AthleteComments","TimeTotalInHours","VelocityAverage","VelocityMax","CadenceAverage","CadenceMax","HeartRateAverage","HeartRateMax","TorqueAverage","TorqueMax","IF","TSS","HRZone1Minutes","HRZone2Minutes","HRZone3Minutes","HRZone4Minutes","HRZone5Minutes","HRZone6Minutes","HRZone7Minutes","HRZone8Minutes","HRZone9Minutes","HRZone10Minutes","PWRZone1Minutes","PWRZone2Minutes","PWRZone3Minutes","PWRZone4Minutes","PWRZone5Minutes","PWRZone6Minutes","PWRZone7Minutes","PWRZone8Minutes","PWRZone9Minutes","PWRZone10Minutes","Rpe","Feeling"
"E05 250s 200s 150s","Swim","Warmup 400 swim 4 X 25 low stroke count * ----------- 500= 2 x 250 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= kick 200= mix stroke warm down","0.833333333333333","2286","2022-03-03","* Count your strokes and try to go lower each rep.","1805.94004821777","","","","","0.646171392334832","0.774084889934751","","23","","","","","","1.18862516406753","108.51","","","","","","","","","","","","","","","","","","","","","",""
"3x3 min @ Z4","Run","W/U 10-15 min Easy with 3-4 x 1 min building up to zone 4 effort and then back down to zone 2 effort. Make sure the body is well warmed up before we start our main set. ----------- Main Set 5 x 3 min @ lower zone 4 with 90 sec easy recovery run between reps. If you can run on a soft surface, that would be great. . W/D with left over time at zone 2 effort. . The main goal of this workout is to build aerobic function and mechanical efficiency at race pace.","0.733333333333333","","2022-03-04","","6743.4501953125","","","","","0.737205803394318","2.54099988937378","","78","","163","184","","","0.847769326889764","58.25","7","11","18","5","4","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.75","","2022-03-04","","6791.7900390625","","","","","0.826580822467804","2.28200006484985","","80","","160","174","","","0.755137642690576","51.95","7","15","23","5","0","0","0","","","","","","","","","","","","","","",""
"TIZ/Z3 2x20'","Bike","","1.25","","2022-03-05","","25481.19921875","132","415","605.03","","1.27555561065674","5.54899978637695","","59","","140","170","","","0.786014464217015","77.89","1","35","39","2","0","","","","","","19","21","25","7","3","2","2","1","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","2","","2022-03-06","Feel free to vary effort somewhat on a rolling course and use Normalized Average Power instead of Average Power.","54331.32","111","132","798.139","","2.00138888888889","7.54496875433968","","76","","124","136","","","0.610751893248264","73.84","15","105","0","0","0","","","","","","23","98","0","0","0","0","0","0","","","",""
"ENDURANCE RUN - BY PACE","Run","","1.33333333333333","","2022-03-07","","10516.8896484375","","","","","1.18388247489929","2.46799993515015","","80","","152","172","","","0.815707095735429","87.63","36","28","7","0","0","0","0","","","","","","","","","","","","","","",""
"F01 Force -150's 100's 50's pull","Swim","Warmup 600= 300 swim/ 300 kick ------------- 450= 3 x 150 pull (descend) w/20"" rest 200= 4 x 50 kick 600= 6 x 100 pull (descend) w/15"" rest 100= 2 x 50 breast stroke 300= 6 x 50 pull (descend) w/10"" rest -------------- 200 warm down","0.833333333333333","2240.28002929688","2022-03-08","","1554.48004150391","","","","","0.515764722824097","0.83260848500477","","23","","","","","","1.28180757719802","108.62","","","","","","","","","","","","","","","","","","","","","",""
"OFFSEASON - Z3 Over-Gear 4x6'","Bike","4x6' @ Z3 & ~60rpm w/2' easy spin rest","1.03333333333333","","2022-03-09","Practice complete circles ""scraping mud off the bottom of your shoe"" at the bottom and a slight pull up and across the top.","29016.4","107","170","364.595","","1.03805555555556","7.77711069418387","","85","","132","156","","","0.666704780514169","37.3","7","38","18","0","0","","","","","","28","27","9","1","0","0","0","0","","","",""
"THRESHOLD REPEATS - 4x3' @ Z4","Run","W/U 10-15min Easy warm up with 3-4 x 1min building up to zone 4 effort and then back down to zone 2 effort, make sure the body is well warmed up before we start our main set. . Main Set 4 x 3 min @ lower zone 4 with 1:30 easy recovery. . W/D warm down with left over time at zone 2 effort. . Goal The goal of this workout is to build aerobic function at race pace. It will also increase mechanical efficiency.","0.75","","2022-03-09","","6774.990234375","","","","","0.753491163253784","2.49799990653992","","79","","154","181","","","0.83878995679911","58.32","19","7","12","8","0","0","0","","","","","","","","","","","","","","",""
"AE01","Swim","Anaerobic Endurance ------------------------- Warm up 300 = 300 swim 600 = 8 x 75 pull 300 = 300 kick ------------- Main set 300 = 300 easy (30"" rest) 225 = 3 x 75 fast (30"" rest) 75 = 75 easy (20"" rest) 150 = 2 x 75 fast (30"" rest) 75 = 75 easy (20"" rest) 75 = 75 fast ---------------- Cool down 200 = 200 swim","0.766666666666667","2103.1201171875","2022-03-10","","1760.22004699707","","","","","0.626822781562805","0.777139093596941","","21","","","","","","1.1942947101733","106.78","","","","","","","","","","","","","","","","","","","","","",""
"TIZ/Z3 3x15'","Bike","","1.33333333333333","","2022-03-11","","21753.25","132","470","588.678","","1.23555552959442","4.89099979400635","","55","","94","164","","","0.82298595066096","83.04","53","11","10","1","0","","","","","","20","15","12","10","13","5","1","0","","","",""
"FARTLEK HILL RUN - Z2/Z4","Run","W/U 10min-15min easy. . Main Set: . Mixed Hilly Terrain, soft surfaces if possible @ z2 & z4 effort, just under 10km race pace effort but in an unstructured way, run 50% on 50% off with on periods ranging between 1min and 5min in duration, . W/D 5-10min Easy","0.75","","2022-03-11","Hills should be not too steep. Trails would be great. Remember to go easy on the down hill sections so that you do not over stress your legs.","6726.5498046875","","","","","0.793611943721771","2.35400009155273","","78","","94","164","","","0.800817276585337","56.06","45","2","0","0","0","0","0","","","","","","","","","","","","","","",""
"RACE DATA","Run","","","9977.935546875","2022-03-12","","9735.6201171875","","","","","0.839361906051636","3.22199988365173","","84","","175","191","","","1.06587653181092","105.15","2","0","5","27","7","8","0","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","2.25","","2022-03-13","Feel free to vary effort somewhat on a rolling course and use Normalized Average Power instead of Average Power.","46827.46875","118","410","1042.457","","2.45611119270325","5.2960000038147","","66","","126","200","","","0.705444894269742","122.35","35","98","12","1","1","","","","","","40","64","37","7","2","1","0","0","","","",""
"E05 250s 200s 150s","Swim","Warmup 400 swim 4 X 25 low stroke count * ----------- 500= 2 x 250 Moderate w/15"" rest 200= 4 x 50 (25 left arm only/25 rt arm only) 400= 2 x 200 Moderate w/15"" rest 200= 4 x 50 (25 left arm/25 rt arm) 300= 2 x 150 @ Tpace w/15"" rest 200= mix stroke warm down","","2103.1201171875","2022-03-15","* Count your strokes and try to go lower each rep.","1691.64004516602","","","","","0.597780558798048","0.783166687576859","","21","","","","","","1.20352603335481","104.21","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1.08333333333333","","2022-03-16","Feel free to vary effort somewhat on a rolling course and use Normalized Average Power instead of Average Power.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.633333333333333","","2022-03-16","","5446.10009765625","","","","","0.63396829366684","2.38599991798401","","76","","141","163","","","0.803607713154125","44.91","30","7","0","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.416666666666667","","2022-03-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ES01 Endurance speed","Swim","Warm up 300 swim/200 kick/100 swim Main set --------------- 4X 300 swim w/20"" rest 2 x 75 fast w/15"" rest ------------ 100 = 2 x 50 kick 200 = 200 easy swim","0.9","2468.8798828125","2022-03-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"","Run","","","","2022-03-17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1.08333333333333","","2022-03-18","Feel free to vary effort somewhat on a rolling course and use Normalized Average Power instead of Average Power.","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","1","","2022-03-19","","9048.2998046875","","","","","1.18800938129425","2.1159999370575","","71","","","","","","0.77397874087015","79.18","","","","","","","","","","","","","","","","","","","","","",""
"BIKE FTP HR & POWER TEST","Bike","This fitness test helps you to set your power or heart rate thresholds for Training Peaks. Warm Up: 12mins in Z2. 5mins as (15secs in Z4, 45secs easy in Z2) MAIN SET: 20 mins maximal steady state time trial. Go as hard as you can sustain for 20-minutes. You might want to use the results from your STEP TEST, adding 5% to this estimated FTP number as your goal. Warm Down: 5mins in Z2. TIP: Have a fan fired up, so that heat stress is not a limiting factor for this test.","0.7","","2022-03-20","POWER DATA 1. Take your average power for the 20-minute test. 2. Multiply it by 95% to get your Functional Threshold Power (FTP). 3. Enter your new FTP into Training Peaks: Settings-->Zones-->Power-->add Bike-->Threshold (there is no need to calculate zones). HEART RATE DATA 1. Take your average HR for the 20-minute test, this is your Threshold Bike Heart Rate. 2. Enter 3. Use your new Training Zones from Step 2 to follow the ""Workout Description"" section of your bike workouts. Enter your new Threshold Heart Rate - Look to see what your average heart rate was for the last 20 minutes. Settings-->Zones-->Heart rate-->ADD BIKE-->Threshold Heart Rate--Auto Calculation-->Lactate Threshold-->Method: ANDY COGGAN (5) LEVELS. https://help.trainingpeaks.com/hc/en-us/articles/204073584-How-to-Set-your-Thresholds-and-Calculate-your-Zones","20926.58984375","154","600","495.816","","0.889166653156281","6.53800010681152","","70","","142","173","","","0.942572393232891","78.19","7","23","5","19","0","","","","","","10","20","3","1","5","11","4","1","","","",""
"TEMPO 2 X 1.5 mi","Run","Warm up 2 miles easy Z1 jogging with some smooth stride outs. ---------- Main Set 2 X 1.5 miles @ Tempo Pace (marathon to half marathon pace) with slow 1/4 mile jog recovery.","1.07444444444444","9655.689453125","2022-03-20","","10193","","","","","1.17923927307129","2.40100002288818","","78","","153","175","","","0.794143535084938","82.72","27","15","21","8","0","0","0","","","","","","","","","","","","","","",""
"REST DAY","Day Off","","","","2022-03-21","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FARTLEK HILL RUN - Z2/Z4","Run","W/U 10min-15min easy. . Main Set: . Mixed Hilly Terrain, soft surfaces if possible @ z2 & z4 effort, just under 10km race pace effort but in an unstructured way, run 50% on 50% off with on periods ranging between 1min and 5min in duration, . W/D 5-10min Easy","0.75","","2022-03-28","Hills should be not too steep. Trails would be great. Remember to go easy on the down hill sections so that you do not over stress your legs.","6470.33984375","","","","","0.740146934986115","2.42799997329712","","78","","148","175","","","0.803187170337293","52.51","28","7","5","4","0","0","0","","","","","","","","","","","","","","",""
"ES01 Endurance speed","Swim","Warm up 300 swim/200 kick/100 swim Main set --------------- 4X 300 swim w/20"" rest 2 x 75 fast w/15"" rest ------------ 100 = 2 x 50 kick 200 = 200 easy swim","0.9","2468.8798828125","2022-03-28","","2468.8799962473","","","","","","","","","","","","","","","55","","","","","","","","","","","","","","","","","","","","","",""
"Swimming Session 3x400","Swim","400 = (300 swim/100 kick . 400 = (4x100 w/15-20sec recovery . 1200 = 3x400 Moderate/Hard 20-30sec recovery . 600 = 6 x 100 free w/paddles (low stroke count w/30sec rest) . 200 = Easy W/D","0.933333333333333","2560.32006835938","2022-03-29","","2446.02006530762","","","","","0.845690836906433","0.801710935859593","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3x8 @ SST","Bike","Warm up 25 min -------------- 3x8 min @ 92-95 of FTP w/2.5 min rest","1.00833333333333","","2022-03-30","---------","13164.4","116","195","189.539","","0.486666666666667","7.5397479954181","","76","","131","165","","","0.657538220898205","18.41","3","22","4","1","0","","","","","","14","11","1","2","1","0","0","0","","","",""
"Threshold/Tempo 2 X 2 mi","Run","Warm up 2 miles easy Z1 jogging with some smooth stride outs. ---------- Main Set 2 X 2 miles @ Tempo Pace (marathon to half marathon pace) with slow 1/4 mile jog recovery.","1.23611111111111","11265.689453125","2022-03-30","","10719.8798828125","","","","","1.24126780033112","2.3989999294281","","80","","155","172","","","0.791911739346639","86.71","32","18","24","0","0","0","0","","","","","","","","","","","","","","",""
"Swimming Session 5 x 200","Swim","400 = (300 swim/50 kick/50 drill) . 450 = (3 x 150 @ Hard Effort 15-20sec recovery . 1000 = 5 x 200 Moderate/Hard 20-30sec recovery . 600 = 6 x 100 free w/paddles (low stroke count w/30sec rest) . 200 = Easy W/D","0.883333333333333","2423.15991210938","2022-03-31","","2308.86006164551","","","","","0.818369726075066","0.782134167224088","","22","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","1.16666666666667","","2022-04-02","","10060.150390625","","","","","1.18977522850037","2.34899997711182","","78","","165","178","","","0.778555824800148","80.25","9","4","44","14","0","0","0","","","","","","","","","","","","","","",""
"TEMPO/SWEET 5'","Bike","Warmup: 15' From Zone 1 moving into Zone 2 ---------- Main Set: 5' @ low Zone 3 straight into 5' @ SweetSpot 5' Easy 8' @ SweetSpot 5' Easy 5' @ SweetSpot straight into 5' low Zone 3 --------- Warm down @ Zone 2","1.25","","2022-04-02","","26900.220703125","125","433","717.488","","1.59444439411163","4.68599987030029","","56","","137","175","","","0.76210935944272","92.06","25","23","41","8","0","","","","","","27","22","21","14","9","4","2","0","","","",""
"STRENGTH/ENDURANCE Hills - No Set - Z2/Z4","Bike","30min Easy Spin W/U @ 95rpm @ 65-75% effort Mixed Terrain. . Main Set: . Mixed Terrain but include lots of hills @ Z3-Z4 effort throughout the ride @ 75-85rpm, the key to this ride is every time you see a hill you should be riding it rather than avoiding it. . When you are not riding hills keep the cadence at 90RPM+ at Z2 effort . W/D with left over time @ 90RPM+ mixed Terrain. The goal of the workout is to build strength through the full range of motion.","2.5","","2022-04-03","On the uphills, think about unweighting or even pulling up sllightly on each up-stroke of the crank rotation to get a bit more power.","46876.9296875","124","422","1002.532","","2.23555564880371","5.82499980926514","","69","","124","198","","","0.765891355424148","130.92","50","60","20","3","2","","","","","","46","32","23","12","11","10","3","1","","","",""
"REST DAY","Day Off","","","","2022-04-04","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FARTLEK HILL RUN - Z2/Z4","Run","W/U 10min-15min easy. . Main Set: . Mixed Hilly Terrain, soft surfaces if possible @ z2 & z4 effort, just under 10km race pace effort but in an unstructured way, run 50% on 50% off with on periods ranging between 1min and 5min in duration, . W/D 5-10min Easy","0.75","","2022-04-05","Hills should be not too steep. Trails would be great. Remember to go easy on the down hill sections so that you do not over stress your legs.","7645.509765625","","","","","1.05468249320984","2.01399993896484","","74","","149","174","","","0.6770984624726","53.64","34","20","9","1","0","0","0","","","","","","","","","","","","","","",""
"ME03","Swim","Warm up 400 = 400 swim 300 = 12 x 25 Low stroke count Main set 1500 = 2X (10 x 75) w/15"" rest 1-5 build each one faster then the one before 6 FAST 7 Easy 8 FAST 9 Easy 10 FAST - 1 minute rest between rounds - 400 = 400 pull Cool down 100 easy","0.9","2468.8798828125","2022-04-06","","2148.84005737305","","","","","0.749520836406284","0.791178224364156","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"FARTLEK HILL RUN - Z2/Z4","Run","W/U 10min-15min easy. . Main Set: . Mixed Hilly Terrain, soft surfaces if possible @ z2 & z4 effort, just under 10km race pace effort but in an unstructured way, run 50% on 50% off with on periods ranging between 1min and 5min in duration, . W/D 5-10min Easy","0.75","","2022-04-07","Hills should be not too steep. Trails would be great. Remember to go easy on the down hill sections so that you do not over stress your legs.","7344.830078125","","","","","0.846178293228149","2.41100001335144","","75","","147","172","","","0.830903398031544","64.46","36","12","3","0","0","0","0","","","","","","","","","","","","","","",""
"2x6, 2x4, 2x2 @ SWEET SPOT","Bike","Warmup 10 min -------------- Main set: 2 X 6 min at Sweet Spot, at 90 rpm 4 min recovery between reps @ 100 rpm Easy spin 2 X 4 min at Sweet Spot, at 95 rpm 4min recovery between reps @ 100rpm Easy spin 2 X 2 min at Sweet Spot, at 100 rpm with 2 min recovery. ------------ Warm down","1.08333333333333","","2022-04-07","","20067.669921875","120","425","495.495","","1.14750003814697","4.85799980163574","","58","","129","165","","","0.747116484889569","63.36","18","34","16","1","0","","","","","","21","18","13","7","7","4","0","0","","","",""
"TEMPO/SWEET SPOT 8 & 3'","Bike","Warmup: 15' From Zone 1 moving into Zone 2 ---------- Main Set: 8 @ low Zone 3 straight into 3' @ SweetSpot 5' Easy 3' @ SweetSpot 5' Easy 3' @ SweetSpot straight into 6' low Zone 3 --------- OPTIONAL 20' OF ENDURANCE Warm down","1.25","","2022-04-08","","21154.19921875","124","332","544.104","","1.21472227573395","4.83699989318848","","54","","135","167","","","0.733385528984311","64.72","13","29","28","3","0","","","","","","20","18","19","10","6","2","0","0","","","",""
"Base (Ae); MS: 6x100, 600","Swim","Warm Up . 200 choice 2 x 100 with 10 seconds rest 4 x 50 kick/25 . Main Set . 6 x 100 on base + 5 seconds. 600 on base + 5 seconds, descend . Cool Down . 200 kick 200 swim with flippers 200 swim with paddles","0.8","2194.56005859375","2022-04-08","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","1.25","","2022-04-09","","8592.650390625","","","","","1.10036861896515","2.16899991035461","","79","","150","166","","","0.717336005635659","62.89","38","24","4","0","0","0","0","","","","","","","","","","","","","","",""
"TIZ/SST 12' @ Z4a","Bike","Work up to 10 min of Z2 then 3 min @ 100% of FTP -------------- Main set 1 ------------- 12 min @ Sweet Spot (88-95% of FTP). Do this continuously and fairly steady. then 3 min easy ------------ Main set 2 ------------ Zone 2 endurance effort","2","","2022-04-10","","46884.9296875","130","453","1090.572","","2.32249999046326","5.60799980163574","","67","","129","164","","","0.738530943768243","126.52","27","93","19","0","0","","","","","","27","55","38","10","7","4","2","1","","","",""
"REST DAY","Day Off","","","","2022-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"REST DAY","Day Off","","","","2022-04-11","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Hill repeats 5 X 2:30","Run","Warm up 15 min easy jog ------------- Main Set 5 X 2:30 slight up-hill interval at around FTP to Vo2 Max EFFORT (not pace). EASY jog down recovery or 2:30 recovery if on treadmill. ------------- 5 min easy warm down","0.75","","2022-04-12","","6461.7998046875","","","","","0.770810842514038","2.3289999961853","","79","","139","165","","","0.77147575538765","50.49","40","6","1","0","0","0","0","","","","","","","","","","","","","","",""
"SWEETSPOT/TEMPO 5'/10'","Bike","Warmup: 15' From Zone 1 moving into Zone 2 ---------- Main Set: 3X 5' @ SweetSpot straight into 8' @ Zone 3 --------- Warm down @ Zone 2","1.5","","2022-04-13","","29660.14","140","192","499.69","","1.00055555555556","8.24121700472353","","75","","130","160","","","0.759870674842961","56.67","17","10","33","0","0","","","","","","13","10","28","9","3","0","0","0","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.7","","2022-04-14","","5963.58984375","","","","","0.688879728317261","2.40499997138977","","80","","143","182","","","0.798037056586532","48.15","17","1","18","5","0","0","0","","","","","","","","","","","","","","",""
"E7 150s and 200s","Swim","Warmup 300 swim 300 kick Main Set 3X150 Easy w/10"" rest 200 Fast 3X150 Moderate w/15"" rest 200 Moderate 3X150 Fast 200 Easy Cool Down 100 alternative stroke(s)","0.866666666666667","2423.15991210938","2022-04-14","","2057.40005493164","","","","","0.745456113285489","0.763413749510813","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2 x 12' @ SWEET SPOT","Bike","15' Warmup in zones 1 & 2 ---------- Main set 2 x 12' @ 88-95% of FTP w/3 min easy spin between reps","1.25","","2022-04-15","","27176.150390625","113","365","714.369","","1.7591667175293","4.29099988937378","","54","","131","164","","","0.687128905255465","82.58","23","47","34","1","0","","","","","","38","30","24","9","4","2","0","0","","","",""
"Lap Swimming","Swim","Warm-up 600 swim 2 x 100 kick ------------- 6 x 100 w/30"" rest 6 x 50 w/20"" rest 3 x 200 pull w/30"" rest 2 x 100 IM w/30"" rest","0.833333333333333","2286","2022-04-15","","2080.26005554199","","","","","0.77985916879442","0.738728712905537","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","1.25","","2022-04-16","","2187.3798828125","","","","","1.28833997249603","0.472000002861023","","23","","","","","","0.276013045803704","10.94","","","","","","","","","","","","","","","","","","","","","",""
"Running","Run","","","","2022-04-16","","9934.9599609375","","","","","1.22201943397522","2.25799989700317","","79","","61","72","","","0.747964728498311","76.13","73","0","0","0","0","0","0","","","","","","","","","","","","","","",""
"CRISS-CROSS TEMPO/FTP 3X12'","Bike","","2.1","","2022-04-17","","46879.62890625","114","270","1015.461","","2.46277785301208","5.28800010681152","","65","","","","","","0.671734793748478","110.66","","","","","","","","","","","46","68","21","8","4","3","1","0","","","",""
"REST DAY","Day Off","","","","2022-04-18","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3 x 12' @ SWEET SPOT","Bike","15' Warmup in zones 1 & 2 ---------- Main set 3 x 12' @ 88-95% of FTP w/3 min easy spin between reps","1.08333333333333","","2022-04-20","","20.7999992370605","55","67","0.734","","0.00361111108213663","1.60000002384186","","22","","112","116","","","0.638434004669007","0.14","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","0","","","",""
"Hill repeats 5 X 3:00","Run","Warm up 15 min easy jog ------------- Main Set 5 X 3:00 slight up-hill interval at around FTP to Vo2 Max EFFORT (not pace). EASY jog down recovery or 2:30 recovery if on treadmill. ------------- 5 min easy warm down","0.75","","2022-04-20","","6786.25","","","","","0.772126913070679","2.44099998474121","","78","","146","184","","","0.803051829849882","54.87","36","4","2","3","1","0","0","","","","","","","","","","","","","","",""
"E1 PYRAMID","Swim","500 swim 3 x 100 kick 1st 25 butterfly kick 400 swim 300 easy 4 x 25 w/30"" rest 400 pull 100 Catch-up/back/breast/free","0.733333333333333","2011.68005371094","2022-04-20","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Cycling","Bike","","","","2022-04-20","","20730.80078125","114","484","529.646","","1.28444445133209","4.48299980163574","","53","","138","175","","","0.785479167516994","78.86","26","14","11","26","0","","","","","","38","4","7","14","12","3","0","1","","","",""
"F1 150/100/50's PULL","Swim","300 Swim 300 Kick ---------------- 900 = 6 X 150 Pull (Descend 1-6) w/20"" rest 600 = 6 X 100 Pull (Descend 1-6) w/15"" rest 300 = 6 X 50 Pull (Descend 1-6) w/10"" rest ---------------- 100 Easy","0.833333333333333","2286","2022-04-21","","2011.68005371094","","","","","0.689887779553731","0.806607880397329","","21","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SST with Surges 2 x12'","Bike","Warm-Up 20 minutes Easy 1 minutes @ 55% of FTP 1 minute @ 65% of FTP 1 minute @ 75% of FTP 1 minute @ 85% of FTP 30 seconds @ 95% of FTP 30 seconds @ HARD130-180% of FTP 5 minutes @ Easy ----------------- Main Set 2X ----------------- 12 min done as: 30 sec @ 105-130% of FTP Straight into 2:30 @ SweetSpot - 90% of FTP). ------------------ w/10 min rest between sets. ------------------ Extra Volume 20 minutes Z2","1.13333333333333","","2022-04-22","","24331.6796875","120","393","537.152","","1.2408332824707","5.44700002670288","","59","","129","167","","","0.759973895099878","71.25","26","25","22","2","0","","","","","","28","24","9","5","4","2","3","1","","","",""
"ENDURANCE RIDE","Bike","WU: 10-15 Min Warm Up, progressing to Zone 2 TARGET: (PW: iLevel Z2) CADENCE: Self Selected with 2 x 1 minute Fast Pedals to wake up legs ------ MS: Ride prescribed time in Endurance zone TARGET: (PW: iLevel 2) CADENCE: 85- 105 RPM. Vary cadence throughout ride and work on pedaling form. TERRAIN: Flat to Rolling ------ CD: Cool Down 5-15 minutes TARGET: (PW: iLevel Z1) CADENCE: small chain ring","1","","2022-04-24","---------","24578.4609375","103","718","431.719","","1.16083335876465","5.88100004196167","","61","","125","161","","","0.683301862233556","53.82","23","41","6","0","0","","","","","","34","19","11","2","1","1","1","1","","","",""
"ENDURANCE RUN - BY PACE","Run","","1","","2022-04-24","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Other","Other","","","","2022-04-24","","24581.080078125","103","718","431.719","","1.16083333333333","5.88204835561737","","61","","124","161","","","0.683301862233556","53.82","0","0","0","1","1","1","66","","","","34","19","11","2","1","1","1","1","","","",""
"REST DAY","Day Off","","","","2022-04-25","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"ENDURANCE RUN - BY PACE","Run","","0.666666666666667","","2022-04-26","","5947.830078125","","","","","0.731926679611206","2.25699996948242","","76","","144","159","","","0.746485965963065","44.83","39","4","0","0","0","0","0","","","","","","","","","","","","","","",""
"ENDURANCE/SPEED","Swim","ENDURANCE SPEED ------------------------ Warm up 600 = 300 swim/200 kick/100 swim ------------------------ Main set 1200 Repeat the following 4X 200 Moderate 20"" rest 2 x 50 Fast 15"" rest ------------------------- 100 = 2 x 50 kick 100 = 2 x 50 swim FAST 100 = Easy cool down","0.733333333333333","1920.23999023438","2022-04-26","","1760.22004699707","","","","","0.57610833591885","0.845040829091248","","20","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"SKILLS/FORM 1.5","Bike","W/U 10-15min @ Z2-Z3 effort. During the last 5min of the W/U, build effort levels up to upper Z4 and then return slowly back to Z2 effort again. Keep cadence between 90-100 RPM during the W/U. --------------------------- Main Set: 3x . 3min @ 65-70rpm @ Z3 with a focus on even power through the full range of motion. . 2 min easy . 2 min 100 RPM spin @ Z2 to Z3 . 2 min easy ------------------------------- W/D 10-15min @ Z2-Z3 @ 90-100rpm","1","","2022-04-27","This workout will help smooth out pedaling technique and increase muscle recruitment.","23068.44921875","114","510","419.27","","1.02424418926239","6.25600004196167","","63","","130","161","","","0.701459578847224","50","9","38","15","0","0","","","","","","21","21","12","4","3","1","1","0","","","",""
